Country Name,Country Code,IT.NET.USER.P2,SE.PRM.ENRR,SE.SEC.ENRR,SE.XPD.TOTL.GD.ZS,SL.UEM.TOTL.ZS,SP.POP.TOTL
Ecuador,ECU,36.42275843777778,113.8466358184815,100.01115744454526,4.776362964085171,4.955555518468221,15418293.666666666
"Egypt, Arab Rep.",EGY,27.99308889111111,105.41585795084633,79.57306416829427,3.75872993469238,11.455555491977258,88036019.8888889
El Salvador,SLV,20.109119764444443,117.25951671600338,75.4688711166382,3.5470100045204127,6.633333365122477,6223908.333333333
Equatorial Guinea,GNQ,12.861464683333331,81.4232063293457,,,6.022222254011365,1041285.0
Eritrea,ERI,0.8078724262222222,52.76412534713745,33.83668375015259,,6.52222220102946,4352125.0
Estonia,EST,79.10721085,101.18927288055417,107.42163181304925,5.294254371098112,9.666666825612396,1324182.7777777778
Ethiopia,ETH,5.0007693177777774,96.05955832345133,35.07097434997555,4.981975078582761,5.199999915228951,92591720.1111111
Faroe Islands,FRO,84.9584493011111,,,,,48721.88888888889
Fiji,FJI,30.37214834,105.4264856974285,88.58623695373538,4.201999962329865,8.833333121405706,872485.4444444445
Finland,FIN,87.09006321333334,100.06097793579096,122.0703897476195,6.695682866232736,8.177777661217583,5410330.666666667
France,FRA,79.42072210444445,107.43084498814157,111.22905295235772,5.5632816950480155,9.566666709052198,65662535.11111111
French Polynesia,PYF,53.31413998111111,,,,17.733333375718864,271670.6666666667
Gabon,GAB,26.049561445555554,141.993423461914,,2.95499801635742,19.455555809868724,1757804.2222222222
"Gambia, The",GMB,12.398836524444445,86.80997975667316,58.04269282023117,3.5849716265996285,29.6888887617323,1806892.888888889
Georgia,GEO,34.47904411444444,113.2941427230835,95.91257781982414,2.7053699493408176,14.488888740539531,3841488.888888889
Germany,DEU,83.35743317777778,103.807194709778,103.12457847595212,4.833077226366318,5.811111079321968,81385837.8888889
Ghana,GHA,15.971287832222222,107.69073677062988,57.01889085769653,6.4218356268746515,5.24444431728787,25740864.777777776
Greece,GRC,54.52435600888889,99.01939239501947,105.56928253173801,,19.422222137451175,10986817.333333334
Greenland,GRL,65.12748080666667,,,,,56481.555555555555
Grenada,GRD,36.94404531333333,103.0456034342448,103.31567382812513,,,105540.88888888889
Guam,GUM,61.90609885333333,,,,9.266666677263048,160377.33333333334
Guatemala,GTM,18.090585294444445,110.79203319549562,62.09054946899414,2.943375723702567,3.066666682561239,15280848.555555556
Guinea,GIN,4.095555555555555,86.9298869541713,37.041036605834975,3.09162712097168,6.333333492279049,11313339.555555556
Guinea-Bissau,GNB,2.932920074777778,113.654983520508,,1.9687200188636775,6.1333332061767605,1642436.111111111
Guyana,GUY,29.46222222222222,86.83800201416015,89.10494384765626,3.4511699676513676,11.188888973659934,756005.0
Haiti,HTI,9.922255734444443,,,,14.35555553436279,10283824.111111112
Honduras,HND,17.66775709,113.35624408721938,70.32204655238559,5.86775016784667,4.73333340220981,8500044.444444444
"Hong Kong SAR, China",HKG,75.50166296,,94.47959804534909,3.58397626876831,3.7000000476837136,7140288.888888889
Hungary,HUN,69.6656872011111,101.30196094512951,102.1813135147095,4.712570031483968,8.977777745988625,9930387.333333334
Iceland,ISL,95.50736696111112,98.80064646402995,110.76400121053051,7.422998428344729,5.333333333333333,323322.3333333333
India,IND,14.588580422222224,109.35741806030262,67.04603481292723,3.656364011764528,3.6777777671813983,1262038493.8888888
